Tanggal;Provinsi;Kabupaten/Kota;Cuaca Ekstrem;Dampak
2021-08-02;Jawa Barat;Kota Cimahi;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-08-02;Jawa Barat;Kota Cimahi;Puting Beliung;Bangunan Rusak
2021-08-04;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan
2022-02-15;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan
2022-06-20;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-09-20;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-12-19;Jawa Barat;Kota Cimahi;Hujan Lebat;Bangunan Rusak
2023-02-24;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-02-24;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan
2023-05-08;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan
2023-05-13;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-10-25;Jawa Barat;Kota Cimahi;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang, Gangguan Transportasi
2023-12-05;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-01-06;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-04-12;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-10-07;Jawa Barat;Kota Cimahi;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2024-11-09;Jawa Barat;Kota Cimahi;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2018-01-05;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2018-02-06;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2018-02-09;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2018-02-20;Jawa Barat;Kota Cirebon;Hujan Lebat;Tidak ada data
2018-02-22;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2018-02-23;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2018-03-11;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2018-03-14;Jawa Barat;Kota Cirebon;Puting Beliung;Bangunan Rusak
2018-03-23;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2018-03-25;Jawa Barat;Kota Cirebon;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2018-04-01;Jawa Barat;Kota Cirebon;Hujan Lebat, Petir;Pohon Tumbang, Bangunan Rusak
2018-07-23;Jawa Barat;Kota Cirebon;Angin Kencang;Bangunan Rusak
2018-08-03;Jawa Barat;Kota Cirebon;Angin Kencang;Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka
2018-08-04;Jawa Barat;Kota Cirebon;Angin Kencang;Gangguan Transportasi
2019-01-21;Jawa Barat;Kota Cirebon;Angin Kencang;Pohon Tumbang
2019-02-23;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2019-03-23;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat;Pohon Tumbang
2019-03-24;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2019-07-07;Jawa Barat;Kota Cirebon;Suhu Ekstrem;Tidak ada data
2019-11-02;Jawa Barat;Kota Cirebon;Angin Kencang;Pohon Tumbang
2019-11-05;Jawa Barat;Kota Cirebon;Angin Kencang;Bangunan Rusak
2020-01-11;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat;Bangunan Rusak
2020-01-13;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2020-02-05;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2020-02-07;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2020-02-17;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat, Petir;Banjir / Genangan, Pohon Tumbang
2020-03-06;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2020-04-15;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2020-10-30;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat;Pohon Tumbang
2020-12-04;Jawa Barat;Kota Cirebon;Puting Beliung;Bangunan Rusak
2020-12-05;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2020-12-18;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2020-12-26;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2020-12-29;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2021-02-22;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2021-12-03;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak
2022-01-01;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak
2022-01-23;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-03-05;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-03-12;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-10-25;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-12-21;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan
2023-01-23;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat;Pohon Tumbang
2023-02-15;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak
2023-03-30;Jawa Barat;Kota Cirebon;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-03-01;Jawa Barat;Kota Cirebon;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2018-02-06;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2018-02-13;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2018-03-20;Jawa Barat;Kota Depok;Puting Beliung, Hujan Lebat, Hujan Es;Bangunan Rusak
2018-03-26;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2018-04-23;Jawa Barat;Kota Depok;Hujan Lebat;Bangunan Rusak
2018-05-20;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2018-10-23;Jawa Barat;Kota Depok;Hujan Lebat, Hujan Es;Tidak ada data
2018-11-07;Jawa Barat;Kota Depok;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2018-11-11;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2018-12-11;Jawa Barat;Kota Depok;Hujan Lebat;Pohon Tumbang
2018-12-12;Jawa Barat;Kota Depok;Hujan Es;Tidak ada data
2018-12-14;Jawa Barat;Kota Depok;Hujan Es;Tidak ada data
2019-02-19;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2019-02-20;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2019-04-01;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang
2019-04-02;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2019-04-02;Jawa Barat;Kota Depok;Puting Beliung;Bangunan Rusak
2019-04-29;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2019-05-15;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2019-08-15;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2019-11-05;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2019-11-06;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang
2019-12-22;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Banjir / Genangan
2019-12-23;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang
2019-12-27;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2020-02-15;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2020-03-16;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Banjir / Genangan
2020-04-05;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2020-05-06;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak
2020-05-29;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2020-06-09;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2020-10-21;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Banjir / Genangan
2020-10-26;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang
2020-11-02;Jawa Barat;Kota Depok;Hujan Lebat;Korban Jiwa / Luka
2021-02-09;Jawa Barat;Kota Depok;Hujan Lebat;Tanah Longsor
2021-02-18;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2021-02-19;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak
2021-02-20;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2021-03-05;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-03-18;Jawa Barat;Kota Depok;Puting Beliung, Hujan Lebat;Pohon Tumbang
2021-03-21;Jawa Barat;Kota Depok;Puting Beliung, Hujan Lebat;Bangunan Rusak
2021-04-12;Jawa Barat;Kota Depok;Hujan Lebat;Tanah Longsor
2021-04-13;Jawa Barat;Kota Depok;Hujan Lebat, Hujan Es;Banjir / Genangan, Tanah Longsor
2021-04-17;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2021-05-22;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-05-23;Jawa Barat;Kota Depok;Hujan Lebat;Pohon Tumbang
2021-08-01;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2021-08-05;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2021-09-08;Jawa Barat;Kota Depok;Angin Kencang;Bangunan Rusak
2021-09-21;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang
2021-09-24;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-09-26;Jawa Barat;Kota Depok;Angin Kencang, Hujan Es;Pohon Tumbang, Bangunan Rusak
2021-10-31;Jawa Barat;Kota Depok;Hujan Lebat;Bangunan Rusak
2021-11-27;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2021-12-06;Jawa Barat;Kota Depok;Hujan Lebat;Tanah Longsor
2022-03-05;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka
2022-03-08;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-03-09;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2022-03-10;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor
2022-03-14;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-04-07;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-04-08;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-04-18;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2022-04-19;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-04-25;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2022-05-15;Jawa Barat;Kota Depok;Puting Beliung, Hujan Lebat, Hujan Es;Banjir / Genangan, Tanah Longsor, Bangunan Rusak
2022-05-18;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2022-06-02;Jawa Barat;Kota Depok;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2022-06-02;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-06-02;Jawa Barat;Kota Depok;Puting Beliung, Hujan Lebat;Bangunan Rusak
2022-06-08;Jawa Barat;Kota Depok;Hujan Lebat;Bangunan Rusak
2022-06-13;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2022-07-25;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-08-16;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-08-21;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2022-09-08;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-09-11;Jawa Barat;Kota Depok;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-10-06;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-10-09;Jawa Barat;Kota Depok;Puting Beliung, Hujan Lebat, Petir, Hujan Es;Pohon Tumbang, Bangunan Rusak
2022-10-15;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2022-11-15;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2022-12-07;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2022-12-19;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-01-10;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat, Hujan Es;
2023-01-10;Jawa Barat;Kota Depok;Hujan Es;Bangunan Rusak
2023-01-13;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-02-09;Jawa Barat;Kota Depok;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2023-03-26;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-04-25;Jawa Barat;Kota Depok;Hujan Lebat;Korban Jiwa / Luka
2023-05-21;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-06-25;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2023-07-05;Jawa Barat;Kota Depok;Hujan Lebat;Tanah Longsor
2023-10-17;Jawa Barat;Kota Depok;Angin Kencang;Bangunan Rusak, Korban Jiwa / Luka
2023-11-12;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-11-23;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2023-11-30;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2023-12-06;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-12-08;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-12-10;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-12-14;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-01-07;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-01-14;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-02-01;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2024-03-31;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-04-03;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi
2024-04-04;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-04-09;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-04-10;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat, Petir;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2024-04-18;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat, Petir;Bangunan Rusak
2024-05-07;Jawa Barat;Kota Depok;Hujan Lebat;Tanah Longsor
2024-06-01;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang
2024-07-03;Jawa Barat;Kota Depok;Angin Kencang, Hujan Es;Tidak ada data
2024-07-03;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2024-07-08;Jawa Barat;Kota Depok;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-07-08;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-08-29;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-09-09;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Tidak ada data
2024-09-25;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-09-26;Jawa Barat;Kota Depok;Hujan Lebat;Banjir / Genangan
2024-10-16;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-10-23;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-10-28;Jawa Barat;Kota Depok;Angin Kencang, Hujan Es;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2024-10-28;Jawa Barat;Kota Depok;Angin Kencang, Hujan Es;Tidak ada data
2024-10-28;Jawa Barat;Kota Depok;Angin Kencang;Bangunan Rusak
2024-11-02;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi
2024-11-11;Jawa Barat;Kota Depok;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2024-12-04;Jawa Barat;Kota Depok;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2019-05-12;Jawa Barat;Kota Sukabumi;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2021-06-11;Jawa Barat;Kota Sukabumi;Angin Kencang, Hujan Lebat;Tanah Longsor, Bangunan Rusak
2021-07-21;Jawa Barat;Kota Sukabumi;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2021-10-31;Jawa Barat;Kota Sukabumi;Hujan Lebat;Bangunan Rusak
2021-11-07;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2021-11-09;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2022-02-10;Jawa Barat;Kota Sukabumi;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2022-02-17;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi
2022-04-15;Jawa Barat;Kota Sukabumi;Hujan Lebat;Tanah Longsor
2022-05-01;Jawa Barat;Kota Sukabumi;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak
2022-05-01;Jawa Barat;Kota Sukabumi;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-05-04;Jawa Barat;Kota Sukabumi;Hujan Lebat;Tanah Longsor
2022-09-05;Jawa Barat;Kota Sukabumi;Puting Beliung;Bangunan Rusak
2022-09-06;Jawa Barat;Kota Sukabumi;Hujan Lebat;Tanah Longsor
2022-09-08;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan
2022-09-09;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Gangguan Transportasi
2022-12-05;Jawa Barat;Kota Sukabumi;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor
2022-12-06;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-12-16;Jawa Barat;Kota Sukabumi;Angin Kencang, Hujan Lebat, Petir;Bangunan Rusak
2023-03-09;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Gangguan Transportasi
2023-03-23;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan
2023-05-13;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Gangguan Transportasi
2023-06-14;Jawa Barat;Kota Sukabumi;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak
2023-10-22;Jawa Barat;Kota Sukabumi;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2023-11-16;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2024-01-03;Jawa Barat;Kota Sukabumi;Puting Beliung;Bangunan Rusak, Gangguan Transportasi
2024-01-27;Jawa Barat;Kota Sukabumi;Puting Beliung, Hujan Lebat;Bangunan Rusak
2024-01-28;Jawa Barat;Kota Sukabumi;Angin Kencang;Bangunan Rusak
2024-02-21;Jawa Barat;Kota Sukabumi;Hujan Lebat;Tanah Longsor
2024-03-14;Jawa Barat;Kota Sukabumi;Angin Kencang;Pohon Tumbang, Gangguan Transportasi
2024-03-24;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan
2024-05-16;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-05-26;Jawa Barat;Kota Sukabumi;Angin Kencang;Banjir / Genangan, Tanah Longsor
2024-06-14;Jawa Barat;Kota Sukabumi;Hujan Lebat;Tanah Longsor
2024-06-14;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2024-10-10;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2024-11-05;Jawa Barat;Kota Sukabumi;Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Gangguan Transportasi
2024-11-23;Jawa Barat;Kota Sukabumi;Angin Kencang, Hujan Lebat;Banjir / Genangan, Tanah Longsor, Gangguan Transportasi
2024-11-26;Jawa Barat;Kota Sukabumi;Angin Kencang;Pohon Tumbang
2018-02-02;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2018-02-26;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2018-03-11;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Banjir / Genangan
2018-03-21;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat;Bangunan Rusak
2018-04-17;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2018-09-06;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Tanah Longsor
2018-11-05;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak
2018-11-06;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2018-11-09;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Tanah Longsor
2018-12-07;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang
2019-04-12;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Banjir / Genangan
2019-05-02;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2019-07-08;Jawa Barat;Kota Tasikmalaya;Suhu Ekstrem;Tidak ada data
2020-01-29;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat, Petir;Banjir / Genangan, Tanah Longsor, Bangunan Rusak
2020-02-10;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2020-02-13;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Tanah Longsor
2020-02-25;Jawa Barat;Kota Tasikmalaya;Petir;Korban Jiwa / Luka
2020-02-25;Jawa Barat;Kota Tasikmalaya;Puting Beliung, Angin Kencang, Hujan Lebat;Pohon Tumbang, Korban Jiwa / Luka
2020-02-28;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Tanah Longsor
2020-03-20;Jawa Barat;Kota Tasikmalaya;Puting Beliung;Bangunan Rusak
2020-04-08;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2020-04-13;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Tidak ada data
2020-04-14;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2020-05-22;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Tanah Longsor
2020-06-10;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak
2020-06-19;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Banjir / Genangan
2020-06-20;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2020-07-07;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Tanah Longsor
2020-10-12;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2020-10-31;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Banjir / Genangan
2020-11-21;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Bangunan Rusak
2020-11-25;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Banjir / Genangan
2020-12-03;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang
2020-12-28;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2021-01-09;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2021-02-13;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-06-07;Jawa Barat;Kota Tasikmalaya;Hujan Lebat;Tanah Longsor
2021-06-11;Jawa Barat;Kota Tasikmalaya;Hujan Lebat, Petir;Korban Jiwa / Luka
2022-01-09;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-01-11;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-01-14;Jawa Barat;Kota Tasikmalaya;Angin Kencang, Hujan Lebat, Petir;Pohon Tumbang, Bangunan Rusak
